"hotel_id","author","location","rating","date","date_visited","title","text","trip_type","helpful","photos","language","contributions","avatar"
"1234715","katie","Birmingham, United Kingdom","1","2026-04-17","2026-04-30","Avoid!!","Hotel is in the middle of a rough area, the metro station is opposite it which is good, however we are three young girls in our 20’s and there are just creepy men who will harass you and shout at you, outside the metro station and on the surrounding streets. These men are just constantly stood there all day and night? God knows why? Anyway, don’t bother bringing a 23kg suitcase here because there is no elevator, just tiny spiral stairs which the staff won’t help you with either. Beds are uncomfortable, they didn’t give us clean towels for 3 days, it’s absolutely freezing and the heating/ air con thing doesn’t work. Tv has no cable and doesn’t work either. Staff are pretty much useless too. They don’t give you water, but don’t bother with the vending machine because it only takes cash, lol who carries cash these days?. Weird dingy hotel. Avoid, especially if you’re a young girl.","Traveled with friends","","","en","10","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg"
"1234715","mathieu p","Mouvaux, France","3","2026-01-19","2026-01-31","To avoid","I will not go back long and long on my history with 
Bruno Attia, responsible, concerning
 the room rate in case of modification of the booking Booking to a room of higher category 
But be careful!!
 He manipulates the numbers 
It reports on the client the amount of commissions Booking 

After the stay; even the edition of his invoice is questionable ..

On arrival 
Room 101: single-glazed doors close with difficulty or close for example only on one point, and therefore open to wind and noise   
So room 101 was very cool 
at 2.30 p.m.
> so we decided to change room in 303 which is a little + upstairs; less cold with acceptable windows

Invest in the renovation of the minimum double glazed windows 🪟throughout the hotel 

If you want to sleep and avoid the nuisance of the neighborhood: go your way 💁
Nevertheless once the BARBÈS metro mouth closed; the night was okay 

The hotel is typical ..

In the bedroom the laundry room is limited to a few hangers 
There is no furniture or cabinet  
Toiletries are a few samples in individual sachets placed near the sink 
No tablets in the shower 
Shower door does not close 
Hot water is rather warm in the shower 

The ground floor; the lobby and dining area are nice
At breakfast there is a choice of 2 flavors of yogurt; a pastry (croissant or roll); baguette; fruit; knacki sausages and scrambled eggs 

I thank Miss SOL at the reception of the establishment 

But avoid as much as possible","Traveled with family","99","[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/3e/4a/4a/caption.jpg"", ""caption"": """", ""photo_id"": ""842943050""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/3e/4a/4b/caption.jpg"", ""caption"": """", ""photo_id"": ""842943051""}]","en","457","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/06/fc/78/mathieu-p.jpg"
"1234715","Vacation798081","","1","2025-12-22","2025-12-31","DO NOT BOOK this hotel !","Do not book , they ripped me of my money without authorisation and lied that I made the room messy and damaged towels . Not trustworthy at all . Get somewhere else . 
Not friendly at all , bad service","Traveled with family","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg"
"1237128","Wil G","","5","2026-08-26","2026-08-31","Great hotel in a great city","Wonderful hotel. Great accommodations and super friendly and attentive staff.  The general manager Tomas was especially helpful, so friendly and great to deal with!  Will definitely stay again when next in the City.","Traveled with friends","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg"
"1237128","Dreamer63008469352","","5","2026-08-25","2026-08-31","Friendly staff","Staff(Tomas) was nice and courteous during my stay.  He was so friendly and we can have conversation every time I have to stop by.","Traveled solo","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg"
"1237128","Don B","","5","2026-07-01","2026-07-31","5 Stars for Tomas for Hotel Manager","Had to cancel my business trip, and Tomas, the hotel manager was extremely gracious and understanding of the situation. The process was hassle free.","Traveled on business","","","en","1",""
"1237128","Patricia R","","4","2026-06-28","2026-06-30","Well located and comfortable.","The location of the hotel is very good as you have two metro stations and many tourist and shopping places nearby.
There are nearby fast food and takeout options.
The friendliness of the gentleman who prepares breakfast makes you start the day with good music, smiles, and delicious food. The kindness of the entire team at any hour is a 10.","Traveled with family","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg"
"1237128","Lollymia","","1","2026-06-26","2026-06-30","DO NOT STAY","Hotel from the start was a massive disappointment. Booked a delux king and were told our room had been allocated to someone else as we didn’t check in early enough. 
Took. Was dirty,,toilet wouldn’t flush, t.v not working,,no hairdryer.osier cups form coffee, no water supplied. 
Air con hit and miss, windows wouldn’t open. 

This hotel is a disgrace. Please do not book if you expect any luxuries.","Traveled as a couple","24","","en","30","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg"
"12455412","thomasaebersold","Erlenbach, Switzerland","4","2026-08-17","2026-04-30","Clean, modern and well located","Central for a few days and arrival/departure from Gare de Lyon","Traveled solo","65","","en","223","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/8b/d9/46/thomasaebersold.jpg"
"12455412","Márcia R D","Sao Paulo, SP","5","2026-08-06","2026-07-31","Pleasant stay","Although the rooms were quite small, the hotel has a great living area and is very close to the metro and train station, in addition to having great restaurants and good commerce around. Requested and friendly staff, in our case especially the Brazilian girl at the reception. Air conditioning works very well. Our 8 day stay was very pleasant.","Traveled with family","89","","en","343","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/5e/da/bb/marcia-r-d.jpg"
"12455412","Gwenaele F","","4","2026-08-03","2026-06-30","Very good","Very decent for a short stay.","Traveled as a couple","1","","en","5","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg"
"12455412","Amy Parker","Lisbon, Portugal","4","2026-07-21","2026-07-31","Great hotel for a short stay","Very nice and efficient hotel for a short stay or layover.  

The rooms are spacious and clean.  Despite being close to the planes the rooms are very quiet with minimal noise from upstairs guests. 
The bed was very comfortable and large.  

In the room there is a hanging area for clothes, hair dryer, mini fridge, safe, a desk and chair,  2 kinds of shampoo, body wash, hand soap, and body lotion. 

You can collect further items for free such as toothbrushes, shaving kits, comb, sewing kit, shower cap,  and more from the lobby next to the check in area. 

Travellers self-checkin using one of the multiple screens available and staff are on hand to help.  

The breakfast was great! With so many options.  There was gluten free bread and non-dairy milk options. Barista coffee is included in the breakfast option, or you can purchase coffee separately if you don't add the breakfast option. 

There are two downsides: The lights and Tv are controlled by the in-room ipad or an app.  A bit annoying if you quickly need to turn on a light at night.  

Secondly the shower tiles do not direct the flow of water well and the shower curtain doesn't stop the water from flooding the bathroom floor.  The floor is the bathroom gets easily flooded when you take a shower and it runs all around the toilet.  You need to dry the floor after every shower.","Traveled with family","","","en","3","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg"
"12455412","Cathy C","Magescq, France","1","2026-07-17","2026-07-31","Unacceptable reservation","How is this possible??? 3 rooms reserved for the night of July 11 to 12, the 3 people stopped by in the early afternoon, the rooms were not ready which is understandable, they warned that they would arrive during the night... Arrived at 3 a.m. and there were no rooms available, they were redirected to Opéra, so no, this is not acceptable, they had worked all evening, were taking the train early at the Gare de Lyon... completely abnormal given the prestige of your establishment.... I will think twice before booking with you again!!!!","Traveled on business","6","","en","26","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/4a/74/d0/kazo62.jpg"
"12551350","Tracy M","","5","2026-08-27","2026-08-31","Best hotel around Time Square for first time travelers in New York","Clean and comfortable rooms, friendly and accommodating hotel staff, worth every penny of the cost, quiet inside the hotel, secure hotel and room access, delicious food, happy hour drinks and meals, free flowing coffee in the morning to power your New York exploration!","","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg"
"12551350","Kaitlyn T","","2","2026-08-25","2026-08-31","Mold on vent and drain flies. Good location and price though","Had mold on the vent and drain flies in the room. Room also had dust in some corners. Other than that, good value, good location, and friendly staff.","Traveled on business","","[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/51/62/65/caption.jpg"", ""caption"": """", ""photo_id"": ""877748837""}]","en","2","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg"
"12551350","Michael C","","5","2026-08-25","2026-08-31","Great value for the area. (Not a) Surprise- rooms are tiny","The rooms are half the size of a shoebox- this should come as no surprise to someone booking here! The room was extremely clean, and despite a busy, massive hotel during a major event weekend at Javits, you could have heard a pin drop in our room on the 14th floor the entire time we were there. The hotel was dead quiet during our stay. The location could not have been better for our needs, if it hadn’t rained one evening, we would not have taken a cab even once, you can walk anywhere you need to go in the area. It takes a little getting used to, the tiny room, and the tiny bed… I’m just under 6 feet tall, and laying on the bed my feet touched the tv, I had to curl up a bit awkwardly to sleep. However, it’s a small room, and this can’t be avoided. If you’re over 6 feet though, be warned, it’s gonna be rough to sleep in the bunk beds. That being said, for bunk beds, the beds were very comfortable, and I slept well despite the size restraints. Great view too. Check-in was simple and quick, check-out was even simpler and easier. We had to make some adjustments (we usually bring food and store in the mini fridge to save money), but for the value, you can’t beat this place. Would definitely stay again.","","","","en","7","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg"
"12551350","Nikki A","","5","2026-08-21","2026-08-31","Great first experience at the Pod Hotel","The staff were so friendly and helpful.  Requested extra washcloths and they were delivered exceptionally quickly. The room was clean, thoughtfully designed, and had all we needed. We had a great view! Good pillows helped with a comfortable restful sleep. The location was perfect for our trip centered on Radio City Music Hall. Will definitely come back!","","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg"
"12551350","Meaghan H","","3","2026-08-20","2026-08-31","Good location and you get what you pay for! It's good for an affordable stay in NYC.","Good location and you get what you pay for! It's good for an affordable stay in NYC. Staff were friendly and helpful. It's nice that even though the rooms are small, they have extra bathrooms in the lobby area, plus a communal outdoor and indoor seating area where you can eat outside food.","","","","en","6","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg"
"126260","Meander61554874054","","2","2026-08-26","2026-08-31","Terrible Staff, Facilities, Communication","The housekeeper has the AUDACITY to ask me to help her? First, she come in when I am in the room and acts all offended that I am in there. Excuse me? It is my room. She then proceeds to take out the trash, stops halfway, ASKS ME TO HELP HER? DO YOUR OWN JOB. Then she uses the same gloves that she used to take out the trash to MAKE THE BED??? She has a BIG attitude for no reason at all. If she does not like her job she should quit. Furthermore, tell me why during prime checkout time the hotel only has TWO staff working at front desk. With all the desk space, you had TWO EMPLOYEES??? Furthermore, Wanda from Guest Services, is an incredibly entitled human. She sounds like she hates her job over the phone and she had the AUDACITY to ask me a question I have never been asked before by any hotel EVER. BEST OF ALL… NO HOT WATER ONE DAY!!! First time ever experiencing this and have stayed in hotels nearby before!!! NO COMMUNICATION. JUST ONE GENERIC LETTER SLIPPED UNDER DOORS. Facilities are old, you need to hold the toilet down for over twenty seconds for it to flush, and room controls… half the buttons DONT work!!! Terrible! Don’t Recommend!","","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg"
"126260","Jessica T","","5","2026-08-26","2026-08-31","Wonderful stay and perfect location!","We had such a wonderful stay at the Lotte New York Palace! The hotel was beautiful, the location was perfect, and the service was excellent. We had an absolute blast and truly enjoyed our entire experience. It made our girls’ trip to New York feel extra special. We would definitely stay here again!","","1","","en","2","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg"
"126260","Quest24455961909","New York City, New York","2","2026-08-25","2026-08-31","Disappointing Stay and Poor Communication","This hotel has great beds, great location and a nice view! Unfortunately, our experience was very disappointing. 

I know this is not a restaurant but for people who will have breakfast here the food was horrible and extremely overpriced. Dont get coffee and juice unless you want to pay 11$ for Tropicana juice.

Communication at the hotel wasn’t much better. I called to request a late checkout and was told 1 PM was fine. Later, I went downstairs to ask if it could be extended to 1:30 PM, only to be told they had no record of the 1 PM checkout and that the latest they could offer was 11:30 AM.

For the prices this hotel charges, I expected much better food, service, and communication.

There better choice out there!","","","","en","2","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg"
"126260","clairemsmith","Mansfield, United Kingdom","3","2026-08-24","2026-08-31","Five-Star Price, Three-Star Experience","Five-Star Price, Three-Star Experience

I chose this hotel expecting the level of comfort, service and attention to detail normally associated with a five-star property. Unfortunately, it fell well short of those expectations and felt tired, dated and in need of significant refurbishment.

The room décor was worn and tatty, with many areas showing obvious signs of age and lack of maintenance. While I appreciate that not every luxury hotel needs to be ultra-modern, there is a difference between classic elegance and simply looking neglected.

One of the biggest disappointments was the lack of tea and coffee making facilities in the room. Given the price point and five-star rating, this felt like a basic amenity that should have been provided as standard. Although there was a paid minibar, there were no glasses available to use with any of the drinks. When I requested a kettle and cups, a kettle was eventually provided, but it was unsafe as the handle was loose and caused the lid to flip open every time it was lifted up. To make matters worse, the cups were removed during housekeeping the following morning, leaving the kettle unusable.

The most serious issue occurred when the hotel lost hot water for approximately eight hours. Guests received no advance warning, and communication only came after the problem had already arisen. For a luxury hotel charging premium rates, the lack of proactive communication and contingency planning was extremely disappointing. Being unable to shower or use hot water for such a prolonged period had a significant impact on our stay.

While some members of staff were polite and tried to help where possible, the overall experience did not justify either the hotel’s five-star status or the rates charged. The property has potential due to its location and reputation, but it urgently needs investment, improved maintenance and a greater focus on guest experience.

Based on this stay, I would not consider it good value for money and would struggle to recommend it to travellers seeking a genuine five-star experience.","Traveled as a couple","94","[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/4e/5c/59/caption.jpg"", ""caption"": """", ""photo_id"": ""877550681""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/4e/5c/5a/caption.jpg"", ""caption"": """", ""photo_id"": ""877550682""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/4e/5c/5b/caption.jpg"", ""caption"": """", ""photo_id"": ""877550683""}]","en","258","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/a5/d3/f7/clairemsmith.jpg"
"126260","Rick K","","5","2026-08-24","2026-08-31","Great Stay","The location, room and common areas were fantastic. Couldn’t have been sweeter to our 9 yr old granddaughter on her first visit to the city…especially tracking down her journal that was left in the room.
Only negative was the loss of hot water one morning. Beyond their control as ConEd was doing work but they could’ve at least NOT charged the “utilities fee” that was noted after the fact!
Overall, would absolutely stay there again!","","2","","en","2","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg"
"12934485","summerbum","Geneva, Illinois","4","2026-08-20","2026-07-31","Great location if you're going to the Gramercy Theater","If you're going to a show at the Gramercy theater, this hotel is right across the street.

the public areas of this hotel are great--There's a cool rooftop lounge/restaurant,  a nice working/lounging area on the second floor, two additional on-site restaurants and an additional bar.

The room we had was small but clean, and the bathroom was very spacious. The hallway, though, was surprisingly grim--definitely due for some updating.","Traveled as a couple","87","[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/43/76/af/caption.jpg"", ""caption"": ""View from the rooftop lounge"", ""photo_id"": ""876836527""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/43/76/b0/caption.jpg"", ""caption"": """", ""photo_id"": ""876836528""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/43/76/b1/caption.jpg"", ""caption"": ""The hallway--it was darker in real-life"", ""photo_id"": ""876836529""}]","en","1443","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/6d/71/64/summerbum.jpg"
"12934485","Frobatim","Philadelphia, Pennsylvania","2","2026-08-19","2026-08-31","Weird vibes!","This was such a weird hotel. Lobby was the most visually appealing part. The hallways are dark and cramped. As a woman, this was creepy!

Gave it the benefit of the doubt bc the AM staff was wonderful! Brandon and Hero (I think this was his name) were super welcoming. The two stars are for them! 

My room was ready at 9am which I wasn’t expecting so that was a plus. 

3 stars removed for the extremely small room. Cover is extremely thin. PM staff was a bit strange, almost unapproachable. AND they advertise like 3 different restaurants / bars and you can’t even charge it to the room! Wtf.

Also, they charged me the for 2 nights and the incidental fee of $200 which was fine but there was an additional charge for $278. Apparently this was a preauthorization charge. Very strange bc if the charge for the room went through, what’s the preauth for? I asked about it and they immediately returned it. Imagine if I didn’t ask.

All in all, if you just need to sleep fine. But there’s 20+ hotels in the area to choose from. Avoid this one.","Traveled on business","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg"
"12934485","FrenchGarden","","5","2026-08-18","2026-08-31","Restful stay in Manhattan: practical room and cozy vibe","I had an excellent stay at this hotel. My premium room was comfortable and very practical—there was easily enough space to leave my suitcase open without it getting in the way! The air conditioning worked perfectly, so there was no need to run the additional window unit. The Wi-Fi was strong, the bed was comfortable, and the bathroom was in pristine, recently renovated condition with powerful shower pressure. Overall, the room had a very restful & cosy atmosphere.","Traveled solo","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/3e/4e/c7/caption.jpg"
"12934485","Cameron P","","5","2026-08-17","2026-08-31","Brandon at Freehand","Brandon at freehand was really dope and kind to us.","Traveled with friends","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg"
"12934485","David S","Northampton, Massachusetts","5","2026-08-16","2026-08-31","Good service and convenient","A good convenient overnight. Javier at the desk helped with Q’s and getting a king bed on the quiet side of the hotel.  The staff at bars and cafe - totally professional.  It’s a good location for walking to downtown and catching the subway.  BTW - amazing water pressure in the shower.","Traveled as a couple","","","en","2","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg"
"1390172","sbirulina71","Cagliari, Italy","4","2026-08-24","2025-12-31","Excellent location","Cute, clean hotel, excellent location for visiting the city on foot. Good value for money. Varied, abundant breakfast with the option of takeout. Kind and courteous. I would return.","Traveled with family","31","[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/4f/f3/c4/caption.jpg"", ""caption"": """", ""photo_id"": ""877654980""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/4f/f3/c5/caption.jpg"", ""caption"": """", ""photo_id"": ""877654981""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/4f/f3/c6/caption.jpg"", ""caption"": """", ""photo_id"": ""877654982""}]","en","98","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/c0/eb/3c/sbirulina71.jpg"
"1390172","Annemarie R","","3","2026-08-20","2026-08-31","Good location","5 nights stay. Outside, a part of the staff who also berated us said 'shame on you' because we were staying there. Not very nice. The staff who did work did their best. The lying is good. Breakfast was really mediocre with little choice.","Traveled with family","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg"
"1390172","Martina M","","4","2026-08-17","2026-08-31","New York","Good hotel near Times Square, clean.  The reception staff is very friendly. Elevators a bit slow, as there are few compared to the number of users. Breakfast is so-so, with too many people at any time. However, I would stay there again.","Traveled with family","7","","en","23","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg"
"1390172","Marco S","","4","2026-08-16","2026-08-31","GOOD EXPERIENCE","Hotel very close to Time Square, friendly staff at reception. Average rooms, a little small but you survive, super crowded breakfast room, but we always found food that was readily replenished just finished at the buffet. Lifts a bit slow, in fact to go to the highest floors there are only two.
However to recommend.","Traveled with family","","","en","3","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg"
"1390172","well_traveled","Chicago, Illinois","1","2026-08-13","2026-07-31","Uncomfortable and unwelcoming.","Avoid at all cost. Management were silent on complaints I brought up during my stay. They respond here but won't return calls. Dirty and Dumpy and rooms that didn't get cleaned. Avoid.","Traveled solo","46","","en","570","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg"
"14149780","Nusrat P","","3","2026-08-22","2026-08-31","Stay at the Aliz","The hotel is in a good location and within walking distance of Broadway and Times Square. There are also plenty of coffee shops, food stops, money exchange places and other conveniences nearby. A 7-Eleven is just a stone’s throw from the hotel, which is very convenient.

The rooms are on the small side but come with a coffee machine and a steam iron for your clothes. The rooms are quite dark, and the lighting could definitely be better. The air conditioning is also very noisy and loud. Unfortunately, the beds are quite uncomfortable, as are the pillows, but if you are mainly using the hotel as somewhere to sleep, then it is manageable.

Breakfast is fairly standard and nothing too exciting. The hotel provides one $25 token per room, which can be spent on beverages or put towards breakfast or dinner. Breakfast costs $35, so you have to pay the difference, which isn’t too bad. Alternatively, you can buy drinks, snacks and other bits and pieces from the downstairs bar using your token. 

The hotel also has a good viewpoint on the 40th floor. However, if you are travelling with children, they cannot access the viewpoint because you have to be 21 or over due to the bar being located there.

You are provided with two complimentary bottles of water per day per room, with no extras included. If you need more water, you can fill up bottles from the fountain on the lower ground floor or buy your own.

Housekeeping was good throughout our stay. Overall, we had a good stay and the location is definitely one of the hotel’s biggest advantages.

One thing to mention is that some of the reception staff can be quite abrasive. However, there were also staff members who were very helpful. In particular, there was one guy at reception with blonde highlights in his hair who was extremely helpful, although unfortunately I can’t remember his name.

Overall, I would say this is a good hotel if location and convenience are your priorities. The rooms and beds could be more comfortable, and the lighting and air conditioning could certainly be improved, but overall it was a good stay.","Traveled with family","2","","en","4","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg"
"14149780","May27Tenerife","Santa Cruz de Tenerife, Spain","5","2026-08-20","2026-08-31","A great hotel in Times Square","Thanks to this hotel, the experience in New York was unbeatable. The views from the room were impressive. The hotel was centrally located without being in the noisiest area. Everything was super clean and the staff's service was fantastic. One night we had dinner there and everything we tried was really good. They made me feel at home; I find it incredible that in the heart of Manhattan there could be a hotel so attentive to its guests (at least that was the case with us at all times). I don't have a single complaint, totally recommended. If I were to return to NY, I would choose it again without hesitation.","Traveled with family","1","[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/45/85/12/caption.jpg"", ""caption"": """", ""photo_id"": ""876971282""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/45/85/13/caption.jpg"", ""caption"": """", ""photo_id"": ""876971283""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/45/85/14/caption.jpg"", ""caption"": """", ""photo_id"": ""876971284""}]","en","7","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg"
"14149780","Lara","Wales, United Kingdom","4","2026-08-18","2026-08-31","Convenient location & nice views!","The location of this hotel is very convenient, with the subway literally down the road (42nd street). It is in the middle of Times Square. 
Staff were always polite, helpful and courteous - nothing was too much trouble. 
The room itself was not very spacious but it was very nicely decorated. We got moved and upgraded to a deluxe room on our 2nd day due to our air-con breaking, and the view was amazing!
We also got a 25$ chip to spend on food/drinks in the downstairs bar, as well as 2 free welcome drinks. The staff also do wellness checks if you stay with them for more than a couple of days, and they held our luggage for us after we checked out.
The only downside I would say is being over 40 floors and 3 lifts, they are slow - but you’d get that anywhere lol. 
A very nice hotel overall!","Traveled as a couple","2","[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/3d/a5/69/caption.jpg"", ""caption"": """", ""photo_id"": ""876455273""}]","en","72","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/3d/9d/53/caption.jpg"
"14149780","Elodie G","France","4","2026-08-17","2026-08-31","Beautiful experience in New York","Superb view and close to everything! 😁
The rooms are small for 4 but we manage and it works out. We enjoyed our stay as well as the staff, who were always pleasant. The food is good and the rooftop has a magnificent view of the city and its skyscrapers.","Traveled with family","3","[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/3c/1c/20/caption.jpg"", ""caption"": """", ""photo_id"": ""876354592""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/3c/1c/21/caption.jpg"", ""caption"": """", ""photo_id"": ""876354593""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/3c/1c/22/caption.jpg"", ""caption"": """", ""photo_id"": ""876354594""}]","en","6","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg"
"14149780","Trip02897820829","","5","2026-08-15","2026-08-31","Excellent location","Excellent location, walking distance from Times Square, clean, courteous reception staff Lovely that they gave a double voucher for the hotel bar and $25 to use at the hotel","","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg"
"1436962","ESTER D","Gorizia, Italy","5","2026-08-17","2026-08-31","Beautiful experience","3 days to celebrate an important birthday, very kind staff, they even surprised our friend who turned 50 without us saying anything. Spotless facility.","Traveled with friends","10","[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/3c/c3/d7/caption.jpg"", ""caption"": ""Vista sul cuppolone"", ""photo_id"": ""876397527""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/3c/c3/d8/caption.jpg"", ""caption"": ""Vista dal ristorante "", ""photo_id"": ""876397528""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/34/3c/c3/d9/caption.jpg"", ""caption"": ""Camera da letto "", ""photo_id"": ""876397529""}]","en","40","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/fe/a1/8c/caption.jpg"
"1436962","Juan L","","1","2026-08-16","2026-08-31","Terrible experience. TICK bugs coming out of matress!!","My wife recently wrote a review but I thought it is worthwhile underscoring our terrible experience at this hotel. We stayed here last week and had tick bugs coming out of my daughters mattress into the wall. We had to leave the hotel due to safety reasons and submitted a refund claim, which the hotel denied after having their staff and one of Management  team members present during the incident. Very disappointing on the cleaning/pest control standards and on their ethical posture in denying their accountability.","Traveled with family","","","en","1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg"
"1436962","Diana S","Queretaro City, Mexico","1","2026-08-15","2026-08-31","Don't book this hotel- We had a pest issue at our room!!","My family and I stayed last wee in this hotel. Right after we went to bed, tick Bugs started coming out of my 3 year old's bed. If bitten, these Bugs can pose serious health risks especially to a little chile.  After calling Management, they committed to support any claim Made through our Booking channel. However, they denied any responsibility and failed to reach to a settlement. Not only do they have TERRIBLE higiene standards, they surely did not display any ethical behavior and Made themselves accountable. We do not recommend this hotel at all. For transparency, I am attaching the photographic evidence sent to our Booking platform.","Traveled with family","","[{""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/v2/photo-o/34/37/66/5b/image.jpg"", ""caption"": ""There were several tick Bugs coming out of my daughter's bed. These can be rally harmful of bitten by them"", ""photo_id"": ""876045915""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/v2/photo-o/34/37/66/5c/image.jpg"", ""caption"": ""Unacceptable for a hotel"", ""photo_id"": ""876045916""}, {""url"": ""https://dynamic-media-cdn.tripadvisor.com/media/v2/photo-o/34/37/66/5d/image.jpg"", ""caption"": """", ""photo_id"": ""876045917""}]","en","9",""
